keyphrase_stem,keyphrase_eg,count,valid,trait,globalchange
water-us effici,water-use efficiency,1116,,1,
organ farm,organic farming,1115,0,,
solubl sugar,soluble sugars,1114,0,,
bioreactor,bioreactors,1112,0,,
desir trait,desirable traits,1111,,1,
anthropogen disturb,anthropogenic disturbance,1107,,,1
molecular genet,molecular genetics,1107,0,,
signific negat,significant negative,1106,0,,
thermodynam,thermodynamics,1106,0,,
heavi metal pollut,heavy metal pollution,1104,,,1
bacterium isol,bacterium isolation,1103,0,,
breed programm,breeding programmes,1103,0,,
x ray photoelectron spectroscopi,x ray photoelectron spectroscopy,1103,0,,
chemic modif,chemical modification,1102,,?,1
posit relat,positively related,1101,0,,
fresh water,fresh water,1099,0,,
biomark,biomarkers,1098,,1,
biogeographi,biogeography,1093,0,,
concentr (parameters),concentration (parameters),1093,0,,
microbi divers,microbial diversity,1093,0,,
chines academi,chinese academy,1092,0,,
demographi,demography,1091,,?,
genet associ,genetic association,1091,0,,
mycorrhiza,mycorrhiza,1091,0,,
wast compon remov,waste component removal,1091,0,,
chemic properti,chemical properties,1090,0,,
adsorpt perform,adsorption performance,1089,,1,
numer model,numerical model,1089,0,,
tempor variat,temporal variation,1087,0,,
earli stage,early stages,1086,0,,
tropic,tropics,1085,0,,
total biomass,total biomass,1083,,1,
spatial variat,spatial variation,1082,0,,
climat chang scenario,climate change scenarios,1080,,,1
health risk,health risks,1080,,?,
access articl,access article,1079,0,,
soil organ matter,soil organic matter,1079,,1,
posit relationship,positive relationship,1077,0,,
seedl growth,seedling growth,1077,,1,
germplasm,germplasm,1076,0,,
poros,porosity,1076,,?,
sorption capac,sorption capacity,1076,0,,
organ acid,organic acids,1073,0,,
plant gene,plant gene,1071,,1,
success,succession,1071,0,,
india,india,1069,0,,
recent advanc,recent advances,1069,0,,
chang environ,changing environments,1067,,,1
desorpt,desorption,1065,0,,
genet background,genetic background,1063,0,,
direct effect,direct effects,1061,0,,
xylem,xylem,1061,,1,
x ray photoemiss spectroscopi,x ray photoemission spectroscopy,1060,0,,
biodivers conserv,biodiversity conservation,1058,0,,
regress model,regression models,1058,0,,
decidu forest,deciduous forest,1056,0,,
soil remedi,soil remediation,1053,,,1
anatomi and histolog,anatomy and histology,1052,,1,
conserv strategi,conservation strategies,1051,0,,
soil microorgan,soil microorganism,1050,0,,
wide distribut,widely distributed,1050,0,,
surviv rate,survival rate,1047,,1,
ant,ant,1046,0,,
nitrogen addit,nitrogen addition,1045,,,1
upregul,upregulation,1045,0,,
anatomi,anatomy,1044,,1,
environment effect,environmental effects,1044,,,1
enzym,enzymes,1044,,1,
ecosystem respons,ecosystem response,1043,,1,
gene involv,genes involved,1043,,1,
phytoremedi,phytoremediation,1043,,?,
plant growth promot,plant growth promoting,1043,,1,
environment temperatur,environmental temperature,1042,,,1
warm,warming,1042,,,1
speci conserv,species conservation,1039,0,,
miner,mineral,1038,0,,
evolutionari histori,evolutionary history,1036,0,,
moistur content,moisture content,1035,,,1
sequenc analysi,sequence analysis,1035,0,,
remedi,remediation,1033,,?,
speci invas,species invasion,1033,,,1
distribut pattern,distribution patterns,1032,0,,
root,root,1032,,1,
strong correl,strongly correlated,1031,0,,
articl distribut,article distributed,1029,0,,
environ interact,environment interaction,1028,0,,
ecolog function,ecological functions,1025,,1,
plant genom,plant genome,1025,,1,
chemic bond,chemical bonds,1024,,1,
field capac,field capacity,1024,0,,
polycycl aromat hydrocarbon,polycyclic aromatic hydrocarbons,1022,0,,
result obtain,results obtained,1021,0,,
correl coeffici,correlation coefficient,1020,0,,
temperatur increas,temperature increase,1020,,,1
water status,water status,1020,,,1
experiment design,experimental design,1019,0,,
tropic climat,tropical climate,1019,,,1
dissolv organ matter,dissolved organic matter,1018,,,1
relat speci,related species,1018,0,,
atlant ocean,atlantic ocean,1017,0,,
chlorin compound,chlorine compounds,1017,,1,
sustain agricultur,sustainable agriculture,1017,0,,
equat model,equation modeling,1016,0,,
speci interact,species interactions,1016,0,,
crop system,cropping systems,1015,0,,
bee,bee,1014,0,,
floral trait,floral trait,1014,,1,
ecosystem restor,ecosystem restoration,1012,0,,
literatur review,literature review,1012,,,
habitat loss,habitat loss,1010,,,1
nitrogen deposit,nitrogen deposition,1008,,,1
experiment result,experimental results,1006,0,,
molecular analysi,molecular analysis,1005,0,,
sensit analysi,sensitivity analysis,1005,0,,
stress resist,stress resistance,1004,,1,
synergist effect,synergistic effect,1004,0,,
signific posit correl,significant positive correlation,1003,0,,
oryza,oryza,1001,0,,
popul size,population size,1001,,1,
lignin,lignin,1000,0,,
reforest,reforestation,999,0,,
electron transport,electron transport,997,0,,
studi trait,studied traits,991,,1,
adapt respons,adaptive responses,990,0,,
grain fill,grain filling,990,0,,
adolesc,adolescent,989,0,,
structur equat,structural equation,989,0,,
seedl stage,seedling stage,988,,1,
dissolv organ,dissolved organic,985,,1,
biochem trait,biochemical traits,984,,1,
contamin soil,contaminated soils,984,,,1
natur habitat,natural habitats,984,0,,
boreal forest,boreal forest,983,0,,
plant water,plant water,983,0,,
stress,stress,983,0,,
middl age,middle aged,981,0,,
futur climat chang,future climate change,980,,,1
spatial pattern,spatial patterns,980,0,,
higher yield,higher yield,979,,1,
prolin content,proline content,979,,?,
groundwat,groundwater,977,0,,
conserv of natur resourc,conservation of natural resources,976,0,,
express level,expression levels,975,0,,
limit factor,limiting factor,974,0,,
arsenic,arsenic,973,,,1
competit abil,competitive ability,973,,1,
physiolog process,physiological processes,973,,1,
"polymorphism, singl nucleotid","polymorphism, single nucleotide",973,,1,
studi focus,study focuses,973,0,,
genet control,genetic control,972,0,,
river basin,river basin,971,0,,
signific variat,significant variation,971,0,,
trait composit,trait composition,971,,1,
environment variat,environmental variation,970,,,1
product trait,production traits,970,,1,
protect area,protected areas,969,0,,
entomolog societi,entomological society,967,0,,
habitat,habitat,967,0,,
common garden experi,common garden experiment,966,0,,
popul statist,population statistics,965,0,,
amin,amines,962,0,,
environment friend,environmentally friendly,961,0,,
drought treatment,drought treatment,960,,,1
feed behavior,feeding behavior,960,,1,
veget type,vegetation types,958,0,,
model predict,model predictions,957,0,,
biolog control,biological control,955,0,,
ecolog restor,ecological restoration,955,0,,
reactiv oxygen metabolit,reactive oxygen metabolite,955,0,,
evapotranspir,evapotranspiration,953,,1,
grain weight,grain weight,953,,1,
land-us chang,land-use change,953,,,1
model approach,modelling approach,952,0,,
speci abund,species abundance,952,0,,
relat growth,relative growth,951,,1,
acclim,acclimation,950,,1,
human popul,human population,950,0,,
particul matter,particulate matter,950,,,1
climat model,climate models,949,,,1
rna 16s,rna 16s,947,0,,
photosynthet capac,photosynthetic capacity,944,,1,
previous report,previously reported,943,0,,
speci distribut model,species distribution models,943,0,,
biotic factor,biotic factors,940,0,,
greenhous experi,greenhouse experiment,940,,,1
plant stem,plant stem,939,,1,
popul abund,population abundance,939,0,,
rhizospher,rhizosphere,939,,1,
cross-sect studi,cross-sectional study,938,0,,
fresh weight,fresh weight,938,,1,
yield,yield,938,,1,
reproduct strategi,reproductive strategy,937,,1,
urban ecosystem,urban ecosystem,937,,,1
ecolog nich,ecological niche,936,0,,
ecotoxicolog,ecotoxicology,936,0,,
restor,restoration,935,0,,
southern europ,southern europe,935,0,,
biogeochem cycl,biogeochemical cycles,934,,,1
intern associ,international association,934,0,,
langmuir isotherm,langmuir isotherm,934,0,,
soil water,soil water,934,,,1
electron microscop,electron microscope,933,0,,
lizard,lizard,933,0,,
evergreen tree,evergreen tree,932,0,,
advers affect,adversely affected,931,0,,
access articl distribut,access article distributed,930,0,,
catalyst,catalyst,930,0,,
statist model,statistical model,930,0,,
potenti applic,potential applications,928,0,,
coexist,coexistence,926,0,,
"quantit trait, herit","quantitative trait, heritable",926,,1,
"spectroscopy, fourier transform infrar","spectroscopy, fourier transform infrared",926,0,,
veget growth,vegetative growth,926,,1,
decreas signific,decreased significantly,925,0,,
genet paramet,genetic parameters,925,0,,
perenni plant,perennial plant,925,0,,
garden experi,garden experiment,924,0,,
greenhous effect,greenhouse effect,924,,,1
heterogen,heterogeneity,924,0,,
trait,traits,923,,1,
carbon nanotub,carbon nanotubes,922,0,,
conserv status,conservation status,922,0,,
electr conduct,electrical conductivity,922,0,,
flood,flooding,922,,,1
herbicid,herbicide,922,,,1
linear regress,linear regression,922,0,,
find highlight,findings highlight,921,0,,
wast dispos,waste disposal,919,,,1
antioxid activ,antioxidant activity,918,,1,
graze,grazing,918,,,1
import implic,important implications,918,0,,
chemic reaction,chemical reaction,917,0,,
central europ,central europe,916,0,,
gas exchang,gas exchange,916,0,,
speci respons,species responses,916,0,,
complex format,complex formation,915,0,,
questionnair,questionnaire,915,0,,
apoptosi,apoptosis,914,0,,
climat factor,climatic factors,913,,,1
polyethylen glycol,polyethylene glycol,913,0,,
strong affect,strongly affected,913,0,,
veget structur,vegetation structure,913,0,,
antibiot resist,antibiotic resistance,912,,1,
fluoresc,fluorescence,912,0,,
water relat,water relations,912,,,1
secondari metabolit,secondary metabolites,911,,1,
plant stress,plant stress,910,,1,
polystyren,polystyrene,910,0,,
arabidopsi thaliana,arabidopsis thaliana,909,0,,
attribut licens,attribution license,908,0,,
catalysi,catalysis,908,0,,
common attribut licens,commons attribution license,908,0,,
creativ common attribut licens,creative commons attribution license,908,0,,
immobil,immobilization,908,0,,
nitrogen applic,nitrogen application,908,,,1
rural area,rural areas,908,,,1
conserv plan,conservation planning,907,0,,
natur enemi,natural enemies,907,0,,
plant popul,plant populations,907,0,,
bentho,benthos,905,0,,
function chang,functional change,905,,1,
gene sequenc,gene sequence,901,,1,
cellulos,cellulose,900,,1,
conifer forest,coniferous forest,900,0,,
rain,rain,900,,,1
total nitrogen,total nitrogen,900,,,1
ozon,ozone,899,,,1
statist analysi,statistical analysis,899,0,,
yield respons,yield response,899,,1,
molecular breed,molecular breeding,898,0,,
transpir,transpiration,897,0,,
analys reveal,analyses revealed,895,0,,
develop countri,developing countries,895,0,,
gene express profil,gene expression profiling,895,,1,
nutrient uptak,nutrient uptake,895,,1,
irrig,irrigation,893,,,1
static electr,static electricity,893,0,,
oxid reduct reaction,oxidation reduction reaction,891,0,,
plant genet,plant genetics,891,0,,
result support,results support,891,0,,
distribut rang,distribution range,890,,1,
graphen,graphene,890,,,1
growth perform,growth performance,890,,1,
durum wheat,durum wheat,889,0,,
general linear,generalized linear,889,0,,
stress environ,stress environments,889,,,1
pisc,pisces,888,0,,
rang shift,range shifts,888,,1,
toler genotyp,tolerant genotypes,887,,1,
shoot ratio,shoot ratio,886,,1,
water sampl,water samples,886,,,1
weed,weed,886,,,1
aromat hydrocarbon,aromatic hydrocarbons,885,,,1
histolog,histology,885,,1,
hydraul trait,hydraulic traits,885,,1,
immun respons,immune response,884,,1,
california,california,883,0,,
resist trait,resistance traits,882,,1,
import role,important roles,881,0,,
plastic respons,plastic responses,881,,1,
complet random,completely randomized,880,0,,
signific relationship,significant relationship,880,0,,
domin,dominance,879,,1,
veget dynam,vegetation dynamics,879,0,,
precipit (climatology),precipitation (climatology),878,,,1
extrem event,extreme event,877,,,1
mix model,mixed models,877,0,,
electrostat interact,electrostatic interaction,876,0,,
correl,correlation,875,0,,
latitudin gradient,latitudinal gradient,875,0,,
agricultur research,agricultural research,874,0,,
function rich,functional richness,873,,1,
in vitro studi,in vitro study,873,0,,
polymer,polymerization,872,0,,
taxonom divers,taxonomic diversity,872,0,,
arbuscular mycorrhiz,arbuscular mycorrhizal,871,0,,
plant grown,plants grown,871,0,,
anatom trait,anatomical traits,870,,1,
langmuir model,langmuir model,870,0,,
cell invas,cell invasion,869,0,,
landscap,landscape,869,0,,
lipid,lipid,869,,1,
veget scienc,vegetation science,869,0,,
ecosystem resili,ecosystem resilience,868,0,,
mathemat model,mathematical model,868,0,,
atmospher pollut,atmospheric pollution,867,,,1
perform assess,performance assessment,867,0,,
agricultur wast,agricultural wastes,866,,,1
haplotyp,haplotype,866,0,,
communiti level,community level,865,0,,
plant product,plant productivity,865,,1,
gene flow,gene flow,864,,1,
real time polymeras chain reaction,real time polymerase chain reaction,864,0,,
distribut model,distribution models,863,0,,
chain transfer,chain transfer,862,0,,
thermogravimetr analysi,thermogravimetric analysis,859,0,,
water bodi,water bodies,858,0,,
behavior respons,behavioral response,857,,1,
freshwat environ,freshwater environment,857,0,,
harvest,harvesting,857,,,1
result confirm,results confirm,856,0,,
"plants, genet modifi","plants, genetically modified",855,0,,
thermal stabil,thermal stability,855,,1,
water uptak,water uptake,855,,1,
well-wat condit,well-watered conditions,855,,,1
climat gradient,climatic gradient,854,,,1
yield trait,yield traits,853,,1,
map popul,mapping population,852,0,,
diverg,divergence,851,0,,
hot temperatur,hot temperature,851,,,1
physiolog model,physiological models,851,0,,
soil nutrient,soil nutrient,851,,,1
find provid,findings provide,849,0,,
signific reduct,significant reduction,849,0,,
interspecif competit,interspecific competition,848,0,,
mous,mouse,848,0,,
agricultur landscap,agricultural landscapes,847,,,1
signal pathway,signaling pathways,847,0,,
calcium,calcium,846,0,,
climat variat,climate variation,845,,,1
nutrient content,nutrient content,845,,1,?
preval,prevalence,845,0,,
dna,dna,844,,?,
molecular biolog,molecular biology,844,0,,
dispers abil,dispersal ability,843,,1,
ecosystem model,ecosystem modeling,843,0,,
nickel,nickel,843,,,1
diet,diet,842,,1,
heat stress,heat stress,842,,,1
arabidopsi,arabidopsis,841,0,,
dehydr,dehydration,841,,1,
relat contribut,relative contribution,841,0,,
microbi biomass,microbial biomass,840,0,,
argentina,argentina,839,0,,
sustain,sustainability,839,0,,
asia,asia,838,0,,
biofuel,biofuel,838,,,1
meta-analysi,meta-analysis,838,0,,
nutrient concentr,nutrient concentrations,835,,1,?
permit unrestrict,permits unrestricted,835,0,,
volatil organ compound,volatile organic compounds,835,,1,
plant perform,plant performance,833,,1,
methodolog,methodology,830,0,,
mycorrhiz fungi,mycorrhizal fungi,830,0,,
detect method,detection method,829,0,,
perenni grass,perennial grasses,829,0,,
speci level,species level,829,0,,
understori,understory,829,0,,
individu speci,individual species,828,0,,
larg unknown,largely unknown,828,0,,
zeta potenti,zeta potential,826,0,,
nitrogen cycl,nitrogen cycle,825,,,1
photosynthet rate,photosynthetic rates,825,,1,
breed strategi,breeding strategies,824,,1,
scan electron microscop,scanning electron microscope,824,0,,
simpl sequenc repeat,simple sequence repeat,824,0,,
agricultur practic,agricultural practices,823,,,1
endem speci,endemic species,823,0,,
energi dispers x ray spectroscopi,energy dispersive x ray spectroscopy,823,0,,
wheat varieti,wheat varieties,823,0,,
drink water,drinking water,822,0,,
irrig condit,irrigated conditions,822,,,1
reproduct stage,reproductive stage,822,,1,
wildfir,wildfire,822,,,1
divers index,diversity index,821,0,,
detriment effect,detrimental effects,820,0,,
geograph variat,geographical variation,820,,1,
microrna,microrna,820,0,,
fecund,fecundity,819,,1,
gene frequenc,gene frequency,818,,1,
improv drought toler,improve drought tolerance,818,,1,
natur environ,natural environment,818,0,,
metabolit,metabolite,816,,1,
soybean,soybean,816,0,,
divers,diversity,815,0,,
liquid chromatographi,liquid chromatography,815,0,,
toxic test,toxicity testing,815,0,,
proteom,proteomics,814,0,,
habitat structur,habitat structure,813,0,,
biotic interact,biotic interactions,812,0,,
potenti impact,potential impacts,812,0,,
unit kingdom,united kingdom,812,0,,
exot plant,exotic plants,811,,,1
germani,germany,811,0,,
river pollut,river pollution,811,,,1
exhibit signific,exhibited significant,809,0,,
savanna,savanna,809,0,,
trait locus,trait locus,809,,1,
clone,cloning,808,0,,
genet architectur,genetic architecture,808,,1,
human disturb,human disturbance,808,,,1
region scale,regional scale,807,0,,
chang impact,change impacts,805,0,,
nitrogen concentr,nitrogen concentration,805,,,1
tropic region,tropical regions,804,0,,
ambient temperatur,ambient temperature,803,,,1
speci occurr,species occurrence,802,0,,
remain poor understood,remain poorly understood,799,0,,
evolutionari respons,evolutionary responses,798,0,,
qualiti control,quality control,798,0,,
control group,control group,797,0,,
function type,functional types,797,,1,
increas drought,increased drought,797,,,1
origin author,original author,797,0,,
plant densiti,plant density,797,0,,
anthropogen impact,anthropogenic impacts,796,,,1
ocean acidif,ocean acidification,796,,,1
photosynthet pigment,photosynthetic pigments,796,,1,
specif trait,specific traits,795,,1,
quantit genet,quantitative genetic,794,0,,
winter wheat,winter wheat,794,0,,
taxonom group,taxonomic groups,792,0,,
semi-arid region,semi-arid regions,791,0,,
high variabl,highly variable,790,0,,
life cycl,life cycle,790,,1,
anthropogen activ,anthropogenic activities,789,,,1
function,functionalized,789,0,,
respond differ,respond differently,789,0,,
select breed,selective breeding,789,0,,
wild popul,wild population,789,0,,
competit (ecology),competition (ecology),788,0,,
subtrop region,subtropical region,788,0,,
transmiss electron,transmission electron,788,0,,
crop improv,crop improvement,786,,1,
landscap scale,landscape scale,786,0,,
plastic wast,plastic waste,786,,,1
lipid peroxid,lipid peroxidation,785,,1,
dna extract,dna extraction,784,0,,
ftir spectroscopi,ftir spectroscopy,784,0,,
growth form,growth forms,784,,1,
mechan properti,mechanical properties,784,0,,
cytolog,cytology,783,0,,
shoot,shoot,781,0,,
soil fertil,soil fertility,781,,,1
communiti ecolog,community ecology,780,0,,
landscap ecolog,landscape ecology,780,0,,
environment paramet,environmental parameters,779,0,,
larg scale,large scale,779,0,,
simul,simulation,779,0,,
young adult,young adult,779,0,,
plant function type,plant functional types,778,,1,
potassium,potassium,778,,1,
arthropod,arthropod,777,0,,
bodi mass,body mass,777,,1,
crustacean,crustacean,777,0,,
ionic strength,ionic strength,777,,1,
perform,performance,777,,1,
manganes,manganese,776,0,,
signific enhanc,significantly enhanced,776,0,,
biomass accumul,biomass accumulation,775,,1,
butterfli,butterfly,775,0,,
oxidation-reduct,oxidation-reduction,775,0,,
shoot length,shoot length,775,,1,
trait show,traits showed,775,,1,
habitat qualiti,habitat quality,774,0,,
total number,total number,774,0,,
cost effect,cost effectiveness,772,0,,
quercus,quercus,772,0,,
climat chang impact,climate change impacts,771,,,1
leach,leaching,771,,,1
nuclear magnet reson,nuclear magnetic resonance,771,0,,
speci exhibit,species exhibited,771,0,,
down regul,down regulation,770,0,,
rna,rna,770,0,,
select,selection,769,0,,
biosynthesi,biosynthesis,768,0,,
intern publish switzerland,international publishing switzerland,768,0,,
publish switzerland,publishing switzerland,768,0,,
springer intern publish switzerland,springer international publishing switzerland,768,0,,
alpin environ,alpine environment,767,0,,
increas water,increased water,767,,,1
oxygen function,oxygen functional,767,,1,
wheat breed,wheat breeding,767,0,,
herbivor,herbivore,766,0,,
phylogenet divers,phylogenetic diversity,766,0,,
remain larg,remains largely,766,0,,
sampl,sampling,766,0,,
time higher,times higher,766,0,,
urban popul,urban population,766,,,1
wheat product,wheat production,766,,1,
sulfur compound,sulfur compounds,765,0,,
temperatur toler,temperature tolerance,765,,1,
experiment biolog,experimental biology,763,0,,
major threat,major threat,763,0,,
osmot stress,osmotic stress,763,,1,
physiolog paramet,physiological parameters,763,,1,
express profil,expression profiles,762,0,,
mutat,mutation,761,,1,
import compon,important component,760,0,,
populus,populus,760,0,,
pigment,pigment,759,0,,
biosorpt,biosorption,758,,1,
mediterranean sea,mediterranean sea,758,0,,
phenol compound,phenolic compounds,758,,1,
signific associ,significant association,758,0,,
sodium chlorid,sodium chloride,758,,1,
industri wast,industrial waste,757,,,1
osmot potenti,osmotic potential,757,0,,
seawat,seawater,757,0,,
improv plant,improve plant,756,0,,
increas plant,increased plant,756,0,,
vertebrata,vertebrata,756,0,,
bind site,binding sites,755,0,,
growth paramet,growth parameters,755,,1,
physiolog mechan,physiological mechanisms,755,0,,
water condit,water conditions,755,,,1
parasit,parasite,754,0,,
control treatment,control treatment,753,0,,
contact angl,contact angle,751,0,,
metal contamin,metal contamination,751,,,1
moistur,moisture,751,,,1
anim cell,animal cell,750,,1,
livestock farm,livestock farming,750,,,1
seed dispers,seed dispersal,750,,1,
studi speci,studied species,750,0,,
environment manag,environmental management,749,0,,
genet varianc,genetic variance,749,,1,
invas alien,invasive alien,749,,,1
microsatellit marker,microsatellite markers,749,0,,
consecut year,consecutive years,748,0,,
geographi,geography,748,0,,
moth,moth,748,0,,
signific greater,significantly greater,748,0,,
fragment,fragmentation,747,,,1
evolutionari process,evolutionary processes,746,0,,
molecular structur,molecular structure,745,0,,
popul level,population level,745,0,,
studi evalu,study evaluated,745,0,,
marin pollut,marine pollution,744,,,1
studi site,study sites,744,0,,
organ contamin,organic contaminants,743,,,1
predict model,predictive models,743,0,,
water limit,water limitation,743,,,1
forest fire,forest fire,742,,,1
yield stabil,yield stability,742,,1,
antibiot,antibiotics,741,,,1
aquat plant,aquatic plant,741,0,,
nich,niche,741,0,,
scienc societi,science society,741,0,,
machin learn,machine learning,739,0,,
bos,bos,738,0,,
membran,membrane,738,0,,
shade toler,shade tolerance,737,,1,
seedl establish,seedling establishment,736,,1,
exhibit higher,exhibited higher,735,0,,
food chain,food chain,735,0,,
interspecif hybrid,interspecific hybridization,735,0,,
potenti effect,potential effects,735,0,,
biomonitor,biomonitoring,734,0,,
electrostat attract,electrostatic attraction,734,0,,
sequenc repeat,sequence repeat,734,0,,
element composit,elemental composition,733,,1,
interspecif variat,interspecific variation,733,0,,
phytohormon,phytohormone,732,,1,
water level,water levels,731,,,1
control plant,control plants,730,0,,
stabil,stability,730,0,,
data set,data set,729,0,,
signific chang,significant change,729,0,,
macrophyt,macrophyte,728,0,,
secondari forest,secondary forest,728,0,,
coniferophyta,coniferophyta,727,0,,
plant tissu,plant tissue,726,,1,
theoret model,theoretical model,726,0,,
current knowledg,current knowledge,725,0,,
extrem drought,extreme drought,725,,,1
trait respons,trait responses,725,,1,
amphibian,amphibian,724,0,,
invas popul,invasive populations,724,,,1
oxygen function group,oxygen functional groups,724,,1,
salin stress,salinity stress,724,,,1
chemic interact,chemical interaction,722,0,,
extract,extraction,722,0,,
human tissu,human tissue,722,,1,
local scale,local scale,722,0,,
polyethylen,polyethylene,722,0,,
rna sequenc,rna sequence,722,0,,
sludg,sludge,722,0,,
stomat densiti,stomatal density,722,,1,
analyt method,analytic method,721,0,,
bodi weight,body weight,721,,1,
escherichia coli,escherichia coli,721,0,,
express pattern,expression patterns,721,0,,
function guild,functional guilds,720,,1,
behavior trait,behavioral traits,719,,1,
negat relationship,negative relationship,719,0,,
recent develop,recent developments,719,0,,
biotechnolog,biotechnology,718,0,,
extracellular polymer substanc,extracellular polymeric substances,718,0,,
human impact,human impacts,718,,,1
trait measur,traits measured,717,,1,
environment risk,environmental risk,716,,,1
parasitolog,parasitology,716,0,,
polysaccharid,polysaccharide,716,0,,
convent breed,conventional breeding,715,0,,
fabacea,fabaceae,715,0,,
grain qualiti,grain quality,715,,1,
light avail,light availability,715,,,1
natur resourc,natural resources,715,0,,
summer drought,summer drought,715,,,1
aquat speci,aquatic species,714,0,,
laboratori experi,laboratory experiments,714,0,,
soil microflora,soil microflora,714,0,,
chemic compound,chemical compound,713,,?,?
pseudo-second-ord kinet,pseudo-second-order kinetic,713,0,,
complex,complexation,711,0,,
measur trait,measured traits,711,,1,
osmot adjust,osmotic adjustment,711,0,,
resourc alloc,resource allocation,711,0,,
temper environ,temperate environment,711,0,,
biolog marker,biological marker,710,0,,
symbiosi,symbiosis,710,0,,
element analysi,elemental analysis,708,0,,
found signific,found significant,708,0,,
insecticid,insecticide,708,,,1
rainfal,rainfall,708,,,1
recent decad,recent decades,708,0,,
temperatur stress,temperature stress,708,,,1
behaviour trait,behavioural traits,707,,1,
global scale,global scale,707,0,,
negat relat,negatively related,707,0,,
stress treatment,stress treatments,707,0,,
trophic interact,trophic interactions,707,0,,
virul factor,virulence factors,707,,?,
biolog process,biological processes,706,0,,
"selection, genet","selection, genetic",706,0,,
drought adapt,drought adaptation,705,,1,
scienc publish,science publishers,705,0,,
treatment plant,treatment plants,704,0,,
fisheri,fisheries,703,0,,
genotyp variat,genotypic variation,703,,1,
grass speci,grass species,703,0,,
activ site,active sites,702,0,,
genet linkag,genetic linkage,701,0,,
plantat forestri,plantation forestry,700,0,,
soil acid,soil acidity,700,,,1
soil amend,soil amendment,700,,,1
specif leaf area,specific leaf area,699,,1,
studi provid,study provided,699,0,,
linkag group,linkage groups,698,0,,
speci assemblag,species assemblages,698,0,,
surfac morpholog,surface morphology,698,0,,
longev,longevity,697,,1,
nativ popul,native populations,696,0,,
environment driver,environmental drivers,695,,,1
logist regress,logistic regression,695,0,,
redund analysi,redundancy analysis,695,0,,
hydrophil,hydrophilicity,694,,1,
elsevi masson,elsevier masson,693,0,,
environment problem,environmental problems,693,,,1
genom select,genomic selection,693,0,,
eucalyptus,eucalyptus,692,0,,
polymer substanc,polymeric substances,692,0,,
recombin inbr line,recombinant inbred lines,692,0,,
alkalin,alkalinity,691,0,,
drought event,drought events,691,,,1
evolutionari adapt,evolutionary adaptation,691,0,,
higher valu,higher values,691,0,,
mercuri,mercury,691,0,,
heat toler,heat tolerance,690,,1,
resourc acquisit,resource acquisition,690,,1,
breed popul,breeding population,689,,1,
extrem climat,extreme climatic,689,,,1
macroinvertebr communiti,macroinvertebrate communities,688,0,,
magnet reson,magnetic resonance,688,0,,
biolog materi,biological materials,687,0,,
diatom,diatom,687,0,,
mediterranean climat,mediterranean climate,687,0,,
africa,africa,686,0,,
increas yield,increased yield,686,,1,
toxic effect,toxic effects,686,,,1
conserv biolog,conservation biology,685,0,,
earli growth,early growth,684,,1,
linear mix,linear mixed,684,0,,
rapid evolut,rapid evolution,684,0,,
soil analysi,soil analysis,684,0,,
forag,forage,683,0,,
bio char,bio chars,682,0,,
major challeng,major challenge,682,0,,
absorpt,absorption,681,,1,
vari signific,varied significantly,681,0,,
invas plant speci,invasive plant species,680,,,1
pyrolysi temperatur,pyrolysis temperature,680,,,1
amphibia,amphibia,679,0,,
new zealand,new zealand,679,0,,
porous structur,porous structure,679,0,,
genet differ,genetic differences,678,,1,
introduc rang,introduced range,677,0,,
person,personality,677,,1,
solut,solutions,677,0,,
carbon content,carbon content,676,,1,
experi show,experiments showed,675,0,,
revers addition-fragment,reversible addition-fragmentation,675,0,,
model system,model system,674,0,,
reproduct output,reproductive output,674,,1,
invas process,invasion process,673,,,1
termin drought,terminal drought,673,,,1
water conserv,water conservation,673,0,,
estuari,estuary,672,,,
zooplankton,zooplankton,672,0,,
agricultur soil,agricultural soils,671,,,1
amid,amides,671,,1,
chemic activ,chemical activation,671,,1,
high perform liquid chromatographi,high performance liquid chromatography,671,0,,
initi concentr,initial concentration,670,0,,
natur ecosystem,natural ecosystems,670,0,,
total phenol,total phenolic,670,,1,
assess method,assessment method,669,0,,
crystal structur,crystal structure,669,0,,
stream,stream,669,0,,
chang environment,changing environmental,668,,,1
hypothesi test,hypothesis testing,668,0,,
anim behavior,animal behavior,667,,1,
forest speci,forest species,667,0,,
bioavail,bioavailability,665,0,,
provid valuabl,provide valuable,665,0,,
select criteria,selection criteria,665,0,,
chromosom,chromosome,664,,1,
litter decomposit,litter decomposition,664,,1,
coastal zone,coastal zone,663,0,,
futur prospect,future prospect,663,0,,
pore size,pore size,663,0,,
dissolv oxygen,dissolved oxygen,662,,1,?
structur analysi,structure analysis,662,0,,
tumor invas,tumor invasion,662,0,,
child,child,661,0,,
hydrogen,hydrogen,661,0,,
irrig regim,irrigation regimes,661,,,1
metabol pathway,metabolic pathways,661,,1,
recoveri,recovery,661,0,,
"genome, plant","genome, plant",660,0,,
plant growth-promot,plant growth-promoting,660,0,,
sampl collect,samples collected,660,0,,
trait differ,trait differences,660,,1,
high throughput sequenc,high throughput sequencing,659,0,,
hydrocarbon,hydrocarbons,659,,,1
compar analysi,comparative analysis,658,0,,
decis make,decision making,658,0,,
environment stressor,environmental stressors,658,,,1
prolin,proline,658,0,,
resist gene,resistance genes,658,,1,
synthesi (chemical),synthesis (chemical),658,0,,
altitud,altitude,656,0,,
